source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_positive,positive_fraction,observed_prevalence,post_positive_risk,post_positive_risk_lo,post_positive_risk_hi,highest_rulein_threshold_supported
149,151,mdcalc:3829,3829,GWTG-Heart Failure Risk Score,https://www.mdcalc.com/calc/3829/gwtg-heart-failure-risk-score,GWTG-Heart Failure Risk Score,In-hospital mortality in acute symptomatic heart failure,"İlhan et al., 2024—external validation in acute symptomatic heart failure",GWTG-HF ≥42,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,368,25,114,3,226,139,0.3777173913,0.07608695652,0.1798561151,0.1248963027,0.2520352917,0.1
150,152,mdcalc:10105,10105,H2FPEF Score for Heart Failure with Preserved Ejection Fraction,https://www.mdcalc.com/calc/10105/h2fpef-score-for-heart-failure-with-preserved-ejection-fraction,H₂FPEF Score for Heart Failure with Preserved Ejection Fraction,Invasively confirmed HFpEF in symptomatic patients with atrial fibrillation,"Ariyaratnam et al., 2024—invasive hemodynamic validation",H₂FPEF ≥6,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,120,61,11,27,21,72,0.6,0.7333333333,0.8472222222,0.7467771063,0.9124929127,0.2
151,153,mdcalc:10460,10460,HACOR Score,https://www.mdcalc.com/calc/10460/hacor-score,HACOR Score,Noninvasive ventilation failure in hypoxemic respiratory failure,"Duan et al., 2017—prospective validation cohort",HACOR >5 at 1 hour after NIV initiation,Prognosis,Cohort/consecutive,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,358,107,16,34,201,123,0.343575419,0.3938547486,0.8699186992,0.7991116225,0.9183194197,0.2
152,154,mdcalc:3286,3286,Harmless Acute Pancreatitis Score,https://www.mdcalc.com/calc/3286/harmless-acute-pancreatitis-score-haps,Harmless Acute Pancreatitis Score (HAPS),Nonsevere acute pancreatitis,"Oskarsson et al., 2011",HAPS = 0 predicts a nonsevere course,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,353,78,1,248,26,79,0.223796034,0.9235127479,0.9873417722,0.9317242812,0.9977620061,0.2
153,155,mdcalc:2030,2030,HAT (Hemorrhage After Thrombolysis) Score for Predicting Post-tPA Hemorrhage,https://www.mdcalc.com/calc/2030/hat-hemorrhage-thrombolysis-score-predicting-post-tpa-hemorrhage,HAT (Hemorrhage After Thrombolysis) Score for Predicting Post-tPA Hemorrhage,Symptomatic intracranial hemorrhage after IV tPA,"Tsivgoulis et al., 2011",HAT ≥3,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,161,2,12,7,140,14,0.08695652174,0.05590062112,0.1428571429,0.04009392127,0.399413795,0.02
154,156,mdcalc:10463,10463,HEADS-ED,https://www.mdcalc.com/calc/10463/heads-ed,HEADS-ED,Need for inpatient psychiatric admission,"Cappelli et al., 2012",Total HEADS-ED ≥8 and/or suicidality score = 2,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,313,9,39,2,263,48,0.1533546326,0.03514376997,0.1875,0.1019139095,0.3193986715,0.1
155,157,mdcalc:3975,3975,HEART Pathway,https://www.mdcalc.com/calc/3975/heart-pathway-early-discharge-acute-chest-pain,HEART Pathway for Early Discharge in Acute Chest Pain,Death or myocardial infarction within 30 days,"Mahler et al., 2018","Non-low-risk: HEAR ≥4, known CAD, ischemic ECG changes, or elevated troponin at 0 or 3 hours","Diagnosis, Prognosis",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,3992,342,2189,6,1455,2531,0.6340180361,0.0871743487,0.1351244567,0.1223578164,0.1489970079,0.1
156,158,mdcalc:1752,1752,HEART Score for Major Cardiac Events,https://www.mdcalc.com/calc/1752/heart-score-major-cardiac-events,HEART Score for Major Cardiac Events,Major adverse cardiac event within 6 weeks,"Backus et al., 2013",HEART score ≥4,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2440,418,1152,15,855,1570,0.643442623,0.1774590164,0.2662420382,0.2449686811,0.2886565161,0.2
157,159,mdcalc:1785,1785,HEMORR2HAGES Score,https://www.mdcalc.com/calc/1785/hemorr2hages-score-major-bleeding-risk,HEMORR₂HAGES Score for Major Bleeding Risk,Major bleeding during anticoagulation,"Apostolakis et al., 2013",HEMORR₂HAGES ≥4,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2240,0,5,72,2163,5,0.002232142857,0.03214285714,0,0,0.4344824648,
158,160,mdcalc:4005,4005,HERDOO2 Rule for Discontinuing Anticoagulation in Unprovoked VTE,https://www.mdcalc.com/calc/4005/herdoo2-rule-discontinuing-anticoagulation-unprovoked-vte,HERDOO2 Rule for Discontinuing Anticoagulation in Unprovoked VTE,Recurrent VTE after discontinuing anticoagulation,"Rodger et al., 2017",High risk: HERDOO2 ≥2 in women or any man; low risk: HERDOO2 0–1 in women,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,914,25,298,17,574,323,0.3533916849,0.04595185996,0.0773993808,0.05297317684,0.1117594706,0.05
159,161,mdcalc:3918,3918,Hestia Criteria for Outpatient Pulmonary Embolism Treatment,https://www.mdcalc.com/calc/3918/hestia-criteria-outpatient-pulmonary-embolism-treatment,Hestia Criteria for Outpatient Pulmonary Embolism Treatment,All-cause mortality within 30 days of acute PE,"Weeda et al., 2017",Positive/high risk: ≥1 Hestia criterion; low risk: no Hestia criteria,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,577,35,393,0,149,428,0.7417677643,0.06065857886,0.08177570093,0.05938487522,0.1116071806,0.05
160,162,mdcalc:10642,10642,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Anthracycline Chemotherapy,https://www.mdcalc.com/calc/10642/hfa-icos-baseline-cardio-oncology-risk-assessment-anthracycline-chemotherapy,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Anthracycline Chemotherapy,Anthracycline-related cancer therapy-related cardiac dysfunction (CTRCD),"Nguyen et al., 2025",HFA-ICOS score ≥2 (moderate/high risk),Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,333,17,118,7,191,135,0.4054054054,0.07207207207,0.1259259259,0.08012873199,0.1924228469,0.05
161,163,mdcalc:10643,10643,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for HER2-Targeted Therapies,https://www.mdcalc.com/calc/10643/hfa-icos-baseline-cardio-oncology-risk-assessment-her2-targeted-therapies,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for HER2-Targeted Therapies,HER2 therapy-related cardiotoxicity,"Cronin et al., 2023",Very-high-risk category,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,507,6,10,17,474,16,0.0315581854,0.04536489152,0.375,0.1848123256,0.6135895945,0.1
162,164,mdcalc:10646,10646,HFA-ICOS CML Cardio-Oncology Risk,https://www.mdcalc.com/calc/10646/hfa-icos-baseline-cardio-oncology-risk-assessment-multi-targeted-kinase-inhibitors-chronic-myeloid-leukaemia-cml,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Multi-Targeted Kinase Inhibitors for CML,Nilotinib-associated cardiovascular events in chronic myeloid leukemia,"Fernando et al., 2024","Moderate, high, or very-high risk (vs low risk)",Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,229,35,78,13,103,113,0.4934497817,0.2096069869,0.3097345133,0.2319166969,0.400063249,0.2
163,165,mdcalc:10647,10647,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Multiple Myeloma Therapies,https://www.mdcalc.com/calc/10647/hfa-icos-baseline-cardio-oncology-risk-assessment-multiple-myeloma-therapies,HFA-ICOS Baseline Cardio-Oncology Risk Assessment for Multiple Myeloma Therapies,Proteasome inhibitor-associated cardiovascular adverse events in multiple myeloma,"Pons-Fuster et al., 2026",High or very-high risk (vs low/moderate risk),Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,98,11,15,11,61,26,0.2653061224,0.2244897959,0.4230769231,0.2554444331,0.6105138625,0.2
164,166,mdcalc:10184,10184,HINTS,https://www.mdcalc.com/calc/10184/hints-stroke-acute-vestibular-syndrome,HINTS for Stroke in Acute Vestibular Syndrome,"Central cause of acute vestibular syndrome, predominantly posterior-circulation stroke","Kattah et al., 2009","Any dangerous HINTS sign: normal head impulse, direction-changing nystagmus, or skew deviation",Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,101,76,1,0,24,77,0.7623762376,0.7524752475,0.987012987,0.9300380109,0.9977037827,0.2
165,167,mdcalc:10165,10165,HE-MACS,https://www.mdcalc.com/calc/10165/history-electrocardiogram-manchester-acute-coronary-syndromes-macs,History and Electrocardiogram-only Manchester Acute Coronary Syndromes (HE-MACS),Type 1 acute myocardial infarction,"Alghamdi et al., 2023",Positive if above the lowest/very-low-risk group; lowest-risk group rules out AMI,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,817,104,691,0,22,795,0.9730722154,0.1272949816,0.1308176101,0.1091423033,0.1560435561,0.1
166,168,mdcalc:1789,1789,HIT Expert Probability (HEP) Score for Heparin-Induced Thrombocytopenia,https://www.mdcalc.com/calc/1789/hit-expert-probability-hep-score-heparin-induced-thrombocytopenia,HIT Expert Probability (HEP) Score for Heparin-Induced Thrombocytopenia,Thrombocytopenia,Besch et al. Identification of heparin-induced thrombocytopenia in surgical ICU patients: diagnostic accuracy of the HEP score. J Clin Med. 2022;11:1515.,HEP ≥5,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,119,6,9,0,104,15,0.1260504202,0.05042016807,0.4,0.1982449614,0.6425316988,0.1
167,169,mdcalc:10518,10518,HIV Incidence Risk Index for MSM (HIRI-MSM),https://www.mdcalc.com/calc/10518/hiv-incidence-risk-index-hiri-msm,HIV Incidence Risk Index for MSM (HIRI-MSM),Incident HIV infection among men who have sex with men,"Lancki et al., 2018",HIRI-MSM score ≥10,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,300,28,188,5,79,216,0.72,0.11,0.1296296296,0.09123074281,0.1809720489,0.05
168,170,mdcalc:10511,10511,Ho Index,https://www.mdcalc.com/calc/10511/ho-index,Ho Index,Acute severe ulcerative colitis—failure of IV corticosteroid therapy,"Lynch et al., 2016",Ho Index ≥4,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,420,96,49,119,156,145,0.3452380952,0.5119047619,0.6620689655,0.5817818962,0.7339903381,0.2
169,171,mdcalc:3120,3120,HOMA-IR,https://www.mdcalc.com/calc/3120/homa-ir-homeostatic-model-assessment-insulin-resistance,HOMA-IR—postpubertal adolescents,Insulin resistance,"Silva et al., 2023",HOMA-IR >2.91,Formula,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,43,7,2,4,30,9,0.2093023256,0.2558139535,0.7777777778,0.4525889691,0.9367748929,0.2
170,172,mdcalc:3120,3120,HOMA-IR,https://www.mdcalc.com/calc/3120/homa-ir-homeostatic-model-assessment-insulin-resistance,HOMA-IR—pubertal adolescents,Insulin resistance,"Silva et al., 2023",HOMA-IR >3.22,Formula,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,37,12,4,2,19,16,0.4324324324,0.3783783784,0.75,0.5050168346,0.8981793251,0.2
171,173,mdcalc:10051,10051,HOSPITAL Score for Readmissions,https://www.mdcalc.com/calc/10051/hospital-score-readmissions,HOSPITAL Score for Readmissions,30-day unplanned hospital readmission or death,"Aubert et al., 2016",HOSPITAL Score ≥7,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,346,14,56,26,250,70,0.2023121387,0.1156069364,0.2,0.1230473925,0.308166445,0.1
172,174,mdcalc:10167,10167,Hour-Specific Risk for Neonatal Hyperbilirubinemia,https://www.mdcalc.com/calc/10167/hour-specific-risk-neonatal-hyperbilirubinemia,Hour-Specific Risk for Neonatal Hyperbilirubinemia,Subsequent significant neonatal hyperbilirubinemia (TSB ≥95th percentile for age),"Bhutani et al., 1999",Predischarge TSB ≥75th percentile,"Diagnosis, Prognosis",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2840,114,414,12,2300,528,0.185915493,0.04436619718,0.2159090909,0.1829325159,0.252989609,0.1
173,175,mdcalc:10089,10089,HScore,https://www.mdcalc.com/calc/10089/hscore-reactive-hemophagocytic-syndrome,HScore for Reactive Hemophagocytic Syndrome,Coronavirus,Bilston et al. Validation of the HScore and HLH-2004 diagnostic criteria for the diagnosis of HLH in a multicenter cohort. Eur J Haematol. 2022;109:129-137. HScore ≥169,HScore ≥169,Diagnosis,Cohort/consecutive,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,187,73,32,3,79,105,0.5614973262,0.4064171123,0.6952380952,0.6015967558,0.775097938,0.2
174,176,mdcalc:10420,10420,"Humiliation, Afraid, Rape, Kick (HARK)",https://www.mdcalc.com/calc/10420/humiliation-afraid-rape-kick-hark,"Humiliation, Afraid, Rape, Kick (HARK)",Intimate partner violence within the previous 12 months,"Sohal et al., 2007",HARK ≥1,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,232,41,10,9,172,51,0.2198275862,0.2155172414,0.8039215686,0.6754192052,0.8898465749,0.2
175,177,mdcalc:10417,10417,"Hurt, Insult, Threaten, Scream (HITS) Score",https://www.mdcalc.com/calc/10417/hurt-insult-threaten-scream-hits-score,"Hurt, Insult, Threaten, Scream (HITS) Score",Intimate partner violence within the previous 12 months,"Iverson et al., 2013",HITS >10,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,160,9,2,37,112,11,0.06875,0.2875,0.8181818182,0.523019438,0.9486323103,0.2
176,178,mdcalc:4031,4031,Hypoglycemia Risk Score,https://www.mdcalc.com/calc/4031/hypoglycemia-risk-score,Hypoglycemia Risk Score,Hypoglycemia-related emergency department visit or hospitalization,"Karter et al., 2023",High-risk classification (>5% predicted 12-month risk),Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2013,27,394,25,1567,421,0.2091405862,0.02583209141,0.06413301663,0.04444708188,0.0917012568,0.02
177,179,mdcalc:10482,10482,Hypothermia Outcome Prediction after ECLS (HOPE) Score,https://www.mdcalc.com/calc/10482/hypothermia-outcome-prediction-after-ecls-hope-score,Hypothermia Outcome Prediction after ECLS (HOPE) Score,Survival to hospital discharge after ECLS rewarming for hypothermic cardiac arrest,"Pasquier et al., 2019",HOPE survival probability ≥10%,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,122,50,37,1,34,87,0.7131147541,0.4180327869,0.5747126437,0.4698388742,0.6732675903,0.2
178,180,mdcalc:10465,10465,IMPROVE Bleeding Risk Score,https://www.mdcalc.com/calc/10465/improve-bleeding-risk-score,IMPROVE Bleeding Risk Score,Major or clinically relevant nonmajor bleeding within 14 days of hospital admission,"Arakaki et al., 2024",IMPROVE Bleeding Risk Score ≥7,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,3876,15,580,43,3238,595,0.1535087719,0.01496388029,0.02521008403,0.01533612311,0.04117542652,0.01
179,181,mdcalc:10349,10349,IMPROVE Risk Score for Venous Thromboembolism (VTE),https://www.mdcalc.com/calc/10349/improve-risk-score-venous-thromboembolism-vte,IMPROVE Risk Score for Venous Thromboembolism (VTE),Symptomatic venous thromboembolism within 90 days,"Häfliger et al., 2024",IMPROVE VTE Score ≥2,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1352,11,392,17,932,403,0.2980769231,0.02071005917,0.02729528536,0.01530831566,0.04820895442,0.01
