source_index,source_excel_row,calculator_key,catalog_id,canonical_name,catalog_url,source_label,source_disease,study,cutoff,catalog_purpose,sampling_design,data_source,provenance,confidence,confidence_group,evidence_group,exact_outcome_note,N,tp,fp,fn,tn,n_negative,negative_fraction,observed_prevalence,post_negative_risk,post_negative_risk_lo,post_negative_risk_hi,lowest_ruleout_threshold_supported
129,131,mdcalc:10633,10633,Field Assessment Stroke Triage for Emergency Destination (FAST-ED),https://www.mdcalc.com/calc/10633/field-assessment-stroke-triage-emergency-destination-fast-ed,Field Assessment Stroke Triage for Emergency Destination (FAST-ED),Large-vessel occlusion stroke,"Carbonera et al., 2022",FAST-ED ≥4,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,74,24,23,6,21,27,0.3648648649,0.4054054054,0.2222222222,0.1060723945,0.4075692887,
130,132,mdcalc:4000,4000,FINDRISC (Finnish Diabetes Risk Score),https://www.mdcalc.com/calc/4000/findrisc-finnish-diabetes-risk-score,FINDRISC (Finnish Diabetes Risk Score),Undiagnosed type 2 diabetes mellitus,"Abdallah et al., 2020",FINDRISC ≥12,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,397,25,142,5,225,230,0.5793450882,0.07556675063,0.02173913043,0.009320557478,0.04987107984,0.05
131,133,mdcalc:4037,4037,FAST,https://www.mdcalc.com/calc/4037/focused-assessment-sonography-trauma-fast,Focused Assessment with Sonography for Trauma (FAST),Trauma,"Dammers D, El Moumni M, Hoogland II, Veeger N, ter Avest E. “Should we perform a FAST exam in haemodynamically stable patients presenting after blunt abdominal injury: a retrospective cohort study.” Scand J Trauma Resusc Emerg Med. 2017;25:1. doi:10.1186/s13049-016-0342-0",Positive FAST,Diagnosis,Cohort/consecutive,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,421,12,2,6,401,407,0.9667458432,0.04275534442,0.01474201474,0.006773451093,0.03178511811,0.05
132,134,mdcalc:10028,10028,FOUR (Full Outline of UnResponsiveness) Score,https://www.mdcalc.com/calc/10028/four-full-outline-unresponsiveness-score,FOUR (Full Outline of UnResponsiveness) Score,7-day survival among ICU patients with decreased consciousness,"Silvitasari et al., 2017",FOUR ≥6 predicting 7-day survival,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,74,31,7,5,31,36,0.4864864865,0.4864864865,0.1388888889,0.06081815009,0.2865953039,
133,135,mdcalc:62,62,Fractional Excretion of Urea (FEUrea),https://www.mdcalc.com/calc/62/fractional-excretion-urea-feurea,Fractional Excretion of Urea (FEUrea),Prerenal azotemia versus acute tubular necrosis in acute renal failure,"Carvounis et al., 2002",FEUrea ≤35% indicates prerenal azotemia,"Diagnosis, Formula",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,102,69,1,8,24,32,0.3137254902,0.7549019608,0.25,0.1325240092,0.4210655899,
134,136,mdcalc:3800,3800,Framingham Heart Failure Diagnostic Criteria,https://www.mdcalc.com/calc/3800/framingham-heart-failure-diagnostic-criteria,Framingham Heart Failure Diagnostic Criteria,Systolic or diastolic heart failure,"Maestre et al., 2009",≥2 major criteria or 1 major plus ≥2 minor criteria,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,216,151,11,13,41,54,0.25,0.7592592593,0.2407407407,0.146442915,0.3694752418,
135,137,mdcalc:10426,10426,G8 Geriatric Screening Tool,https://www.mdcalc.com/calc/10426/g8-geriatric-screening-tool,G8 Geriatric Screening Tool,Geriatric vulnerability defined by impaired multidimensional geriatric assessment in older adults with cancer,"Soubeyran et al., 2014—ONCODAGE",G8 ≤14,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1435,880,101,271,183,454,0.3163763066,0.8020905923,0.5969162996,0.5511649039,0.6410413682,
136,138,mdcalc:1727,1727,GAD-7,https://www.mdcalc.com/calc/1727/gad7-general-anxiety-disorder7,GAD-7 (General Anxiety Disorder-7),"Anxiety, Depression/Suicidality","Spitzer et al., A brief measure for assessing generalized anxiety disorder: the GAD-7. Arch Intern Med, 2006.",GAD-7 ≥10,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,965,65,161,8,731,739,0.7658031088,0.07564766839,0.01082543978,0.005495412635,0.02121480741,0.05
137,139,mdcalc:3647,3647,Gail Model for Breast Cancer Risk,https://www.mdcalc.com/calc/3647/gail-model-breast-cancer-risk,Gail Model for Breast Cancer Risk,Invasive breast cancer within 5 years,"Buron et al., 2013",Five-year Gail risk ≥1.67%,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1662,24,449,28,1161,1189,0.7154031288,0.03128760529,0.02354920101,0.01634247464,0.0338246774,0.05
138,140,mdcalc:10094,10094,GALAD Model,https://www.mdcalc.com/calc/10094/galad-model-hepatocellular-carcinoma-hcc,GALAD Model for Hepatocellular Carcinoma (HCC),Hepatocellular carcinoma in patients with nonalcoholic steatohepatitis,"Best et al., 2020",GALAD ≥−0.63,"Formula, Diagnosis",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,356,108,11,17,220,237,0.6657303371,0.3511235955,0.07172995781,0.04526378948,0.111858074,0.2
139,141,mdcalc:10140,10140,GCS-Pupils Score,https://www.mdcalc.com/calc/10140/gcs-pupils-score,GCS-Pupils Score,In-hospital mortality after severe traumatic brain injury,"Barea-Mendoza et al., 2023",GCS-P ≤2,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1551,297,92,295,867,1162,0.7491940683,0.3816892328,0.2538726334,0.2296875702,0.2796796807,
140,142,mdcalc:10073,10073,Geneva VTE Prophylaxis Risk Score,https://www.mdcalc.com/calc/10073/geneva-risk-score-venous-thromboembolism-vte-prophylaxis,Geneva Risk Score for VTE Prophylaxis,Symptomatic venous thromboembolism within 90 days,"Häfliger et al., 2024",Original Geneva score ≥3,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1352,23,870,5,454,459,0.3394970414,0.02071005917,0.01089324619,0.004661670286,0.02524372941,0.05
141,143,mdcalc:1750,1750,Geneva Score (Revised) for Pulmonary Embolism,https://www.mdcalc.com/calc/1750/geneva-score-revised-pulmonary-embolism,Geneva Score (Revised) for Pulmonary Embolism,Pulmonary embolism,"Abolfotouh et al., 2020",Revised Geneva score ≥5,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2010,332,642,0,1036,1036,0.5154228856,0.1651741294,0,0,0.003694273572,0.005
142,144,mdcalc:10566,10566,Geriatric Depression Scale (GDS-15),https://www.mdcalc.com/calc/10566/geriatric-depression-scale-gds-15,Geriatric Depression Scale (GDS-15),DSM-IV depressive disorder in patients with Parkinson disease,"Weintraub et al., 2006",GDS-15 ≥5,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,148,28,18,4,98,102,0.6891891892,0.2162162162,0.03921568627,0.01535407153,0.09652513868,0.1
143,145,mdcalc:680,680,Glasgow Alcoholic Hepatitis Score,https://www.mdcalc.com/calc/680/glasgow-alcoholic-hepatitis-score,Glasgow Alcoholic Hepatitis Score,28-day mortality in alcoholic hepatitis,"Minz et al., 2018",GAHS >9,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,76,30,8,6,32,38,0.5,0.4736842105,0.1578947368,0.07443863415,0.3041681178,
144,146,mdcalc:64,64,Glasgow Coma Scale (GCS),https://www.mdcalc.com/calc/64/glasgow-coma-scale-score-gcs,Glasgow Coma Scale (GCS),In-hospital mortality after severe traumatic brain injury,"Barea-Mendoza et al., 2023",GCS ≤4,Diagnosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1551,423,365,169,594,763,0.4919406834,0.3816892328,0.2214941022,0.1934656455,0.2523128852,
145,147,mdcalc:518,518,Glasgow-Blatchford Bleeding Score (GBS),https://www.mdcalc.com/calc/518/glasgow-blatchford-bleeding-score-gbs,Glasgow-Blatchford Bleeding Score (GBS),Hospital-based intervention or death within 30 days after upper GI bleeding,"Stanley et al., 2017",GBS >1 (low risk defined as ≤1),"Prognosis, Treatment",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2932,1338,1030,19,545,564,0.1923601637,0.4628240109,0.03368794326,0.02167107688,0.05201403041,0.1
146,148,mdcalc:3287,3287,Glasgow-Imrie Criteria for Severity of Acute Pancreatitis,https://www.mdcalc.com/calc/3287/glasgow-imrie-criteria-severity-acute-pancreatitis,Glasgow-Imrie Criteria for Severity of Acute Pancreatitis,"Poor acute-pancreatitis outcome requiring ventilation, intervention, or resulting in death","Mohsin, 2013",Glasgow-Imrie score >3,"Algorithm, Prognosis",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,156,15,28,2,111,113,0.7243589744,0.108974359,0.01769911504,0.00486723182,0.06224472399,0.1
147,149,mdcalc:10033,10033,GO-FAR (Good Outcome Following Attempted Resuscitation) Score,https://www.mdcalc.com/calc/10033/go-far-good-outcome-following-attempted-resuscitation-score,GO-FAR (Good Outcome Following Attempted Resuscitation) Score,Adverse neurological outcome after in-hospital cardiac arrest,"Alamuti et al., 2024—five-year, three-center external validation",GO-FAR >5.5 (integer score ≥6 predicts adverse outcome),Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,1100,1027,6,31,36,67,0.06090909091,0.9618181818,0.4626865672,0.3485844372,0.580835424,
148,150,mdcalc:1099,1099,GRACE ACS Risk and Mortality Calculator,https://www.mdcalc.com/calc/1099/grace-acs-risk-mortality-calculator,GRACE ACS Risk and Mortality Calculator,Six-month post-discharge mortality following acute coronary syndrome,"Neves et al., 2022—prospective external validation",GRACE score >119.5 (integer score ≥120),Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,158,8,27,3,120,123,0.7784810127,0.06962025316,0.0243902439,0.008329064364,0.06925959562,0.1
149,151,mdcalc:3829,3829,GWTG-Heart Failure Risk Score,https://www.mdcalc.com/calc/3829/gwtg-heart-failure-risk-score,GWTG-Heart Failure Risk Score,In-hospital mortality in acute symptomatic heart failure,"İlhan et al., 2024—external validation in acute symptomatic heart failure",GWTG-HF ≥42,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,368,25,114,3,226,229,0.6222826087,0.07608695652,0.01310043668,0.00446515152,0.03780162893,0.05
150,152,mdcalc:10105,10105,H2FPEF Score for Heart Failure with Preserved Ejection Fraction,https://www.mdcalc.com/calc/10105/h2fpef-score-for-heart-failure-with-preserved-ejection-fraction,H₂FPEF Score for Heart Failure with Preserved Ejection Fraction,Invasively confirmed HFpEF in symptomatic patients with atrial fibrillation,"Ariyaratnam et al., 2024—invasive hemodynamic validation",H₂FPEF ≥6,Diagnosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,120,61,11,27,21,48,0.4,0.7333333333,0.5625,0.4227501742,0.6929873096,
151,153,mdcalc:10460,10460,HACOR Score,https://www.mdcalc.com/calc/10460/hacor-score,HACOR Score,Noninvasive ventilation failure in hypoxemic respiratory failure,"Duan et al., 2017—prospective validation cohort",HACOR >5 at 1 hour after NIV initiation,Prognosis,Cohort/consecutive,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,358,107,16,34,201,235,0.656424581,0.3938547486,0.1446808511,0.1054180162,0.1953733923,0.2
152,154,mdcalc:3286,3286,Harmless Acute Pancreatitis Score,https://www.mdcalc.com/calc/3286/harmless-acute-pancreatitis-score-haps,Harmless Acute Pancreatitis Score (HAPS),Nonsevere acute pancreatitis,"Oskarsson et al., 2011",HAPS = 0 predicts a nonsevere course,Prognosis,Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,353,78,1,248,26,274,0.776203966,0.9235127479,0.9051094891,0.8645964781,0.9344203458,
153,155,mdcalc:2030,2030,HAT (Hemorrhage After Thrombolysis) Score for Predicting Post-tPA Hemorrhage,https://www.mdcalc.com/calc/2030/hat-hemorrhage-thrombolysis-score-predicting-post-tpa-hemorrhage,HAT (Hemorrhage After Thrombolysis) Score for Predicting Post-tPA Hemorrhage,Symptomatic intracranial hemorrhage after IV tPA,"Tsivgoulis et al., 2011",HAT ≥3,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,161,2,12,7,140,147,0.9130434783,0.05590062112,0.04761904762,0.02325541743,0.09502412561,0.1
154,156,mdcalc:10463,10463,HEADS-ED,https://www.mdcalc.com/calc/10463/heads-ed,HEADS-ED,Need for inpatient psychiatric admission,"Cappelli et al., 2012",Total HEADS-ED ≥8 and/or suicidality score = 2,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,313,9,39,2,263,265,0.8466453674,0.03514376997,0.007547169811,0.002072152036,0.02709544308,0.05
155,157,mdcalc:3975,3975,HEART Pathway,https://www.mdcalc.com/calc/3975/heart-pathway-early-discharge-acute-chest-pain,HEART Pathway for Early Discharge in Acute Chest Pain,Death or myocardial infarction within 30 days,"Mahler et al., 2018","Non-low-risk: HEAR ≥4, known CAD, ischemic ECG changes, or elevated troponin at 0 or 3 hours","Diagnosis, Prognosis",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,3992,342,2189,6,1455,1461,0.3659819639,0.0871743487,0.004106776181,0.001883490343,0.00893096246,0.01
156,158,mdcalc:1752,1752,HEART Score for Major Cardiac Events,https://www.mdcalc.com/calc/1752/heart-score-major-cardiac-events,HEART Score for Major Cardiac Events,Major adverse cardiac event within 6 weeks,"Backus et al., 2013",HEART score ≥4,"Diagnosis, Rule Out",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2440,418,1152,15,855,870,0.356557377,0.1774590164,0.01724137931,0.0104759147,0.02825131491,0.05
157,159,mdcalc:1785,1785,HEMORR2HAGES Score,https://www.mdcalc.com/calc/1785/hemorr2hages-score-major-bleeding-risk,HEMORR₂HAGES Score for Major Bleeding Risk,Major bleeding during anticoagulation,"Apostolakis et al., 2013",HEMORR₂HAGES ≥4,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,2240,0,5,72,2163,2235,0.9977678571,0.03214285714,0.0322147651,0.0256595196,0.04037528525,0.05
158,160,mdcalc:4005,4005,HERDOO2 Rule for Discontinuing Anticoagulation in Unprovoked VTE,https://www.mdcalc.com/calc/4005/herdoo2-rule-discontinuing-anticoagulation-unprovoked-vte,HERDOO2 Rule for Discontinuing Anticoagulation in Unprovoked VTE,Recurrent VTE after discontinuing anticoagulation,"Rodger et al., 2017",High risk: HERDOO2 ≥2 in women or any man; low risk: HERDOO2 0–1 in women,Prognosis,Unclear,v1_raw,human-extracted,Moderate,Moderate,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,914,25,298,17,574,591,0.6466083151,0.04595185996,0.02876480541,0.01803560077,0.04558044054,0.05
159,161,mdcalc:3918,3918,Hestia Criteria for Outpatient Pulmonary Embolism Treatment,https://www.mdcalc.com/calc/3918/hestia-criteria-outpatient-pulmonary-embolism-treatment,Hestia Criteria for Outpatient Pulmonary Embolism Treatment,All-cause mortality within 30 days of acute PE,"Weeda et al., 2017",Positive/high risk: ≥1 Hestia criterion; low risk: no Hestia criteria,"Prognosis, Treatment",Unclear,v1_raw,human-extracted,High,High,Count-based,Exact outcome is not separately encoded in every frozen row; verify against source.,577,35,393,0,149,149,0.2582322357,0.06065857886,0,0,0.02513361787,0.05
